"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Shelob, Dread Weaver","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","29","False","False",""
"1","1","Sheltering Landscape","mh3","Near Mint","English","","","2024-12-31 08:57:19.183000","227","False","False",""
"1","1","Sheltering Light","xln","Near Mint","English","foil","","2024-12-30 19:21:50.183000","35","False","False",""
"1","1","Shepherd of the Flock // Usher to Safety","eld","Near Mint","English","foil","","2024-12-30 20:28:02.473000","28","False","False",""
"1","1","Shifting Ceratops","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","258","False","False",""
"1","1","Shimmer Dragon","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","95","False","False",""
"1","1","Shineshadow Snarl","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","331","False","False",""
"2","2","Shining Aerosaur","xln","Near Mint","English","foil","","2024-12-30 20:28:05.913000","36","False","False",""
"1","1","Shining Armor","eld","Near Mint","English","foil","","2024-12-30 20:28:09.493000","29","False","False",""
"1","1","Shiny Impetus","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","227","False","False",""
"2","2","Shire Scarecrow","ltr","Near Mint","English","","","2024-12-31 08:00:55.200000","249","False","False",""
"1","1","Shire Shirriff","ltr","Near Mint","English","","","2025-01-02 03:17:40.530000","30","False","False",""
"1","1","Shire Terrace","ltr","Near Mint","English","","","2025-01-02 03:17:40.530000","261","False","False",""
"1","1","Shire Terrace","ltr","Near Mint","English","","","2024-12-31 08:02:23.533000","261","False","False",""
"6","6","Shoal Kraken","thb","Near Mint","English","foil","","2025-01-02 00:26:51.563000","65","False","False",""
"2","2","Short Bow","blb","Near Mint","English","","","2024-12-31 21:41:23.233000","248","False","False",""
"1","1","Shower of Arrows","ltr","Near Mint","English","","","2024-12-31 07:58:01.973000","188","False","False",""
"1","1","Shrike Force","blb","Near Mint","English","","","2024-12-31 05:46:55.887000","31","False","False",""
"1","1","Shrine of the Forsaken Gods","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1034","False","False",""
"1","1","Sickleslicer","2xm","Near Mint","English","foil","","2025-01-02 02:01:09.713000","287","False","False",""
"1","1","Siege Rhino","ktk","Near Mint","English","","","2024-12-31 08:22:03.560000","200","False","False",""
"1","1","Siege-Gang Commander","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","228","False","False",""
"2","2","Sifter Wurm","cmr","Near Mint","English","foil","","2025-01-01 21:01:12.383000","254","False","False",""
"1","1","Sigarda's Aid","sld","Near Mint","English","foil","","2025-01-02 03:35:14.457000","731","False","False",""
"1","1","Sigiled Skink","jou","Near Mint","English","foil","","2025-01-01 23:24:08.077000","111","False","False",""
"2","2","Signpost Scarecrow","eld","Near Mint","English","foil","","2025-01-02 02:03:00.463000","231","False","False",""
"4","4","Silence","m14","Near Mint","English","","","2024-12-30 19:21:24.353000","35","False","False",""
"1","1","Silumgar Scavenger","2xm","Near Mint","English","foil","","2025-01-02 01:26:18.133000","105","False","False",""
"7","7","Silverback Shaman","cmr","Near Mint","English","foil","","2025-01-01 21:19:44.737000","255","False","False",""
"1","1","Silverblade Paladin","avr","Near Mint","English","","","2024-12-30 20:28:13.063000","36","False","False",""
"1","1","Simic Cluestone","dgm","Near Mint","English","foil","","2025-01-02 01:59:38.157000","145","False","False",""
"1","1","Sinister Monolith","blb","Near Mint","English","","","2024-12-30 21:55:24.730000","113","False","False",""
"1","1","Sizzling Barrage","znr","Near Mint","English","foil","","2025-01-01 20:23:25.240000","162","False","False",""
"2","2","Skinwing","2xm","Near Mint","English","foil","","2025-01-02 02:02:42.730000","288","False","False",""
"1","1","Skirk Shaman","tsr","Near Mint","English","foil","","2025-01-01 23:33:06.867000","191","False","False",""
"1","1","Skittering Cicada","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","717","False","False",""
"1","1","Skittering Monstrosity","tsr","Near Mint","English","foil","","2025-01-02 01:23:46.340000","137","False","False",""
"1","1","Skophos Maze-Warden","thb","Near Mint","English","foil","","2025-01-01 23:40:41.290000","153","False","False",""
"1","1","Skullclamp","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","159","False","False",""
"1","1","Skullclamp","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","870","False","False",""
"1","1","Skycloud Expanse","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","201","False","False",""
"1","1","Skyshroud Claim","bbd","Near Mint","English","foil","","2024-12-31 08:04:08.337000","213","False","False",""
"1","1","Skyskipper Duo","blb","Near Mint","English","","","2024-12-31 06:01:25.823000","71","False","False",""
"7","7","Skywhaler's Shot","cmr","Near Mint","English","foil","","2024-12-30 20:28:18.073000","46","False","False",""
"1","1","Slaughter-Priest of Mogis","thb","Near Mint","English","foil","","2025-01-02 01:46:38.023000","227","False","False",""
"1","1","Slip On the Ring","ltr","Near Mint","English","","","2024-12-31 07:37:21.997000","31","False","False",""
"1","1","Slipstream Serpent","tsr","Near Mint","English","foil","","2025-01-02 00:29:32.010000","86","False","False",""
"1","1","Smashing Success","khm","Near Mint","English","foil","","2025-01-01 20:17:20.017000","151","False","False",""
"4","4","Smite","gtc","Near Mint","English","","","2024-12-30 19:21:08.453000","25","False","False",""
"1","1","Smite the Deathless","ltr","Near Mint","English","","","2024-12-31 07:47:07.160000","148","False","False",""
"1","1","Smoldering Marsh","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","332","False","False",""
"1","1","Snarling Warg","ltr","Near Mint","English","","","2024-12-31 07:59:06.710000","109","False","False",""
"1","1","Snowfield Sinkhole","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","915","False","False",""
"2","2","Snubhorn Sentry","rix","Near Mint","English","foil","","2024-12-30 20:28:24.610000","23","False","False",""
"4","4","Sol Ring","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","284","False","False",""
"1","1","Sol Ring","sld","Near Mint","English","foil","","2024-12-31 05:31:17.920000","1494★","False","False",""
"1","1","Sol Ring","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","C18-222","False","False",""
"1","1","Sol Ring","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","871","False","False",""
"1","1","Sol Ring","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","410","False","False",""
"1","1","Sol Ring","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","313","False","False",""
"1","1","Sol Ring","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","160","False","False",""
"1","1","Solemn Doomguide","clb","Near Mint","English","","","2024-12-31 08:50:37.423000","625","False","False",""
"1","1","Solemn Doomguide","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","672","False","False",""
"1","1","Solemn Recruit","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","708","False","False",""
"1","1","Solemn Simulacrum","sld","Near Mint","English","foil","","2024-12-31 05:37:15.627000","791★","False","False",""
"1","1","Solemn Simulacrum","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","161","False","False",""
"1","1","Solemn Simulacrum","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","973","False","False",""
"1","1","Song of Eärendil","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","69","False","False",""
"1","1","Soul of New Phyrexia","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","974","False","False",""
"2","2","Soul's Fire","cmr","Near Mint","English","foil","","2025-01-01 20:23:02.450000","200","False","False",""
"4","4","Soul's Might","cmr","Near Mint","English","foil","","2025-01-01 21:00:33.883000","257","False","False",""
"3","3","Sparktongue Dragon","cmr","Near Mint","English","foil","","2025-01-01 23:45:01.940000","202","False","False",""
"1","1","Spatial Contortion","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","809","False","False",""
"1","1","Speaker of the Heavens","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","M21-38","False","False",""
"1","1","Specter of the Fens","stx","Near Mint","English","foil","","2025-01-02 01:19:09.340000","87","False","False",""
"1","1","Spectral Sailor","fdn","Near Mint","English","foil","","2024-12-31 08:44:44.043000","164","False","False",""
"1","1","Spectral Sailor","fdn","Near Mint","English","","","2024-12-31 08:44:57.950000","164","False","False",""
"1","1","Spectral Searchlight","cmr","Near Mint","English","foil","","2025-01-02 02:01:51.443000","342","False","False",""
"10","10","Spectral Steel","khm","Near Mint","English","foil","","2024-12-30 20:28:29.937000","30","False","False",""
"1","1","Spellgyre","blb","Near Mint","English","","","2024-12-31 06:00:50.500000","72","False","False",""
"1","1","Sphinx's Revelation","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","130","False","False",""
"1","1","Spire of Industry","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","203","False","False",""
"7","7","Spirit of the Aldergard","khm","Near Mint","English","foil","","2025-01-01 21:04:19.787000","195","False","False",""
"1","1","Spitfire Lagac","znr","Near Mint","English","foil","","2025-01-01 23:42:51.020000","167","False","False",""
"1","1","Splash Lasher","blb","Near Mint","English","","","2024-12-31 05:59:14.940000","73","False","False",""
"1","1","Splendid Agony","akh","Near Mint","English","foil","","2025-01-02 01:08:11.427000","109","False","False",""
"1","1","Spontaneous Artist","kld","Near Mint","English","foil","","2025-01-01 23:41:31.183000","134","False","False",""
"1","1","Sporoloth Ancient","tsr","Near Mint","English","foil","","2025-01-01 20:47:27.180000","232","False","False",""
"1","1","Springmane Cervin","stx","Near Mint","English","foil","","2025-01-01 20:56:44.110000","144","False","False",""
"4","4","Squad Captain","cmr","Near Mint","English","foil","","2024-12-30 20:28:35.903000","51","False","False",""
"1","1","Squad Commander","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","709","False","False",""
"2","2","Squire's Devotion","rix","Near Mint","English","foil","","2024-12-30 20:28:40.620000","25","False","False",""
"1","1","Staff of Nin","pm13","Near Mint","English","foil","","2025-01-02 02:05:58.450000","217★","False","False",""
"1","1","Staff of the Wild Magus","m15","Near Mint","English","foil","","2025-01-02 02:00:43.800000","236","False","False",""
"1","1","Stalwart Valkyrie","khm","Near Mint","English","foil","","2024-12-30 19:26:36.660000","31","False","False",""
"2","2","Stalwarts of Osgiliath","ltr","Near Mint","English","","","2024-12-31 07:43:10.923000","33","False","False",""
"1","1","Star Charter","blb","Near Mint","English","","","2024-12-31 05:47:48.563000","33","False","False",""
"1","1","Star Pupil","stx","Near Mint","English","foil","","2024-12-30 20:28:44.317000","30","False","False",""
"1","1","Starforged Sword","blb","Near Mint","English","","","2024-12-30 22:02:19.577000","249","False","False",""
"1","1","Starlit Sanctum","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","917","False","False",""
"1","1","Starlit Soothsayer","blb","Near Mint","English","","","2024-12-30 21:30:04.463000","115","False","False",""
"1","1","Starnheim Aspirant","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","KHM-380","False","False",""
"1","1","Stealth Mission","war","Near Mint","English","foil","","2025-01-02 00:17:06.253000","70","False","False",""
"1","1","Steampath Charger","blb","Near Mint","English","","","2024-12-31 06:05:30.810000","153","False","False",""
"1","1","Steampath Charger","tblb","Near Mint","English","","","2024-12-31 06:25:18.703000","19","False","False",""
"1","1","Steel Hellkite","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","163","False","False",""
"1","1","Steel Hellkite","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","975","False","False",""
"1","1","Steel Overseer","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","164","False","False",""
"1","1","Steelshaper's Gift","cmm","Near Mint","English","","","2024-12-31 08:04:34.263000","629","False","False",""
"1","1","Steeple Roc","dgm","Near Mint","English","foil","","2024-12-30 20:28:48.043000","8","False","False",""
"1","1","Stick Together","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","661","False","False",""
"1","1","Stickytongue Sentinel","blb","Near Mint","English","","","2024-12-30 22:00:11.097000","193","False","False",""
"1","1","Stingerfling Spider","cmr","Near Mint","English","foil","","2025-01-01 20:42:39.667000","258","False","False",""
"1","1","Stingscourger","tsr","Near Mint","English","foil","","2025-01-01 23:26:19.590000","192","False","False",""
"1","1","Stocking the Pantry","blb","Near Mint","English","","","2024-12-31 05:51:08.313000","194","False","False",""
"1","1","Stonecoil Serpent","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","976","False","False",""
"2","2","Stonefury","cmr","Near Mint","English","foil","","2025-01-01 23:46:37.597000","203","False","False",""
"1","1","Stonefury","cmr","Near Mint","English","foil","","2025-01-01 20:24:39.347000","203","False","False",""
"1","1","Stonework Packbeast","znr","Near Mint","English","foil","","2025-01-02 01:53:55.757000","255","False","False",""
"2","2","Storm Entity","tsr","Near Mint","English","foil","","2025-01-01 23:23:46.130000","193","False","False",""
"1","1","Stormcatch Mentor","blb","Near Mint","English","","","2024-12-30 21:00:42.873000","234","False","False",""
"2","2","Stormcloud Djinn","tsr","Near Mint","English","foil","","2025-01-02 00:26:41.587000","90","False","False",""
"2","2","Stormfront Riders","tsr","Near Mint","English","foil","","2024-12-30 20:28:52.157000","46","False","False",""
"2","2","Strategic Planning","cmr","Near Mint","English","foil","","2025-01-02 00:13:01.483000","101","False","False",""
"1","1","Strength in Numbers","tsr","Near Mint","English","foil","","2025-01-01 21:02:05.007000","233","False","False",""
"1","1","Student of Warfare","roe","Near Mint","English","","","2024-12-30 20:29:04.630000","47","False","False",""
"1","1","Study Break","stx","Near Mint","English","foil","","2024-12-30 20:29:11.393000","34","False","False",""
"1","1","Subjugate the Hobbits","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","24","False","False",""
"1","1","Subtle Strike","znr","Near Mint","English","foil","","2025-01-02 01:03:24.873000","128","False","False",""
"1","1","Sudden Breakthrough","stx","Near Mint","English","foil","","2025-01-01 20:22:33.363000","116","False","False",""
"2","2","Sulfur Falls","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","333","False","False",""
"1","1","Sulfurous Springs","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","334","False","False",""
"2","2","Sultai Flayer","ima","Near Mint","English","foil","","2025-01-01 21:16:23.937000","186","False","False",""
"1","1","Summons of Saruman","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","70","False","False",""
"1","1","Sunblast Angel","sld","Near Mint","English","foil","","2024-12-30 18:30:18.177000","1290","False","False",""
"1","1","Sunblast Angel","plst","Near Mint","English","foil","","2025-01-02 03:35:14.457000","SOM-22","False","False",""
"1","1","Sunfrill Imitator","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","94","False","False",""
"1","1","Sunken Hollow","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","204","False","False",""
"1","1","Sunken Hollow","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","335","False","False",""
"1","1","Sunpetal Grove","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","336","False","False",""
"1","1","Sunscorch Regent","c21","Near Mint","English","","","2024-12-30 20:29:16.267000","107","False","False",""
"1","1","Sunset Revelry","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","177","False","False",""
"1","1","Sunshower Druid","blb","Near Mint","English","foil","","2024-12-31 21:42:20.283000","195","False","False",""
"1","1","Sunshower Druid","blb","Near Mint","English","","","2024-12-31 21:42:45.867000","195","False","False",""
"1","1","Supernatural Stamina","2xm","Near Mint","English","foil","","2025-01-02 00:53:06.573000","108","False","False",""
"1","1","Supreme Verdict","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","272","False","False",""
"1","1","Surge Node","2xm","Near Mint","English","foil","","2025-01-02 01:53:06.893000","294","False","False",""
"4","4","Surge of Salvation","mom","Near Mint","English","","","2024-12-30 19:21:18.057000","41","False","False",""
"1","1","Suspicious Bookcase","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","977","False","False",""
"1","1","Swaggering Corsair","rix","Near Mint","English","foil","","2025-01-01 23:33:57.640000","119","False","False",""
"1","1","Swamp","blb","Near Mint","English","foil","","2024-12-30 22:18:30.950000","271","False","False",""
"1","1","Swamp","blb","Near Mint","English","foil","","2024-12-30 22:19:14.630000","273","False","False",""
"1","1","Swamp","blb","Near Mint","English","","","2024-12-30 21:31:36.067000","272","False","False",""
"3","3","Swamp","blb","Near Mint","English","","","2024-12-30 22:18:13.370000","270","False","False",""
"2","2","Swamp","blb","Near Mint","English","","","2024-12-30 22:18:56.287000","273","False","False",""
"1","1","Swamp","clb","Near Mint","English","foil","","2024-12-31 09:01:48.040000","459","False","False",""
"1","1","Swamp","blb","Near Mint","English","","","2024-12-30 22:18:38.273000","271","False","False",""
"1","1","Swamp","blb","Near Mint","English","foil","","2024-12-30 22:20:16.893000","373","False","False",""
"1","1","Swamp","ltr","Near Mint","English","","","2024-12-31 08:01:20.083000","277","False","False",""
"1","1","Swamp","blb","Near Mint","English","foil","","2024-12-30 22:20:36.250000","374","False","False",""
"2","2","Swamp","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","33","False","False",""
"4","4","Swamp","ltr","Near Mint","English","","","2025-01-02 03:17:40.530000","266","False","False",""
"6","6","Swamp","ltr","Near Mint","English","","","2025-01-02 03:16:17.650000","267","False","False",""
"10","10","Swamp","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","459","False","False",""
"1","1","Swamp","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","34","False","False",""
"1","1","Swan Song","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","197","False","False",""
"1","1","Swift Justice","rtr","Near Mint","English","foil","","2024-12-30 19:21:57.783000","26","False","False",""
"1","1","Swiftfoot Boots","c14","Near Mint","English","","","2025-01-02 01:57:09.090000","275","False","False",""
"1","1","Swiftfoot Boots","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","166","False","False",""
"1","1","Swiftfoot Boots","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","M12-219","False","False",""
"1","1","Sword of the Animist","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","ORI-240","False","False",""
"1","1","Sword of Vengeance","m11","Near Mint","English","","","2024-12-30 19:29:33.877000","216","False","False",""
"2","2","Swords to Plowshares","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","178","False","False",""
"1","1","Swords to Plowshares","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","75","False","False",""
"1","1","Swords to Plowshares","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","VOC-99","False","False",""
"1","1","Sylvan Offering","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","261","False","False",""
"1","1","Sylvan Ranger","sld","Near Mint","English","foil","","2024-12-31 05:44:43.947000","779","False","False",""
"1","1","Sylvan Scrying","bfz","Good (Lightly Played)","English","","","2025-01-01 21:11:59.413000","192","False","False",""
"1","1","Tainted Field","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","919","False","False",""
"4","4","Take Vengeance","m20","Near Mint","English","","","2024-12-30 19:23:48.290000","313","False","False",""
"1","1","Talisman of Conviction","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","285","False","False",""
"1","1","Talisman of Hierarchy","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","878","False","False",""
"1","1","Talisman of Impulse","mrd","Near Mint","English","","","2024-12-30 19:33:56.210000","254","False","False",""
"1","1","Talisman of Progress","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","286","False","False",""
"1","1","Tamiyo Meets the Story Circle","mh3","Near Mint","English","","","2024-12-31 08:46:27.780000","72","False","False",""
"1","1","Tangletrap","stx","Near Mint","English","foil","","2025-01-01 20:58:40.557000","145","False","False",""
"1","1","Taunt from the Rampart","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","71","False","False",""
"1","1","Tawnos, Solemn Survivor","brc","Near Mint","English","foil","","2025-01-02 03:34:38.403000","3","False","False",""
"1","1","Teapot Slinger","blb","Near Mint","English","","","2024-12-30 21:00:23.660000","157","False","False",""
"1","1","Teeterpeak Ambusher","znr","Near Mint","English","foil","","2025-01-01 23:25:32.740000","169","False","False",""
"1","1","Tempered Steel","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","76","False","False",""
"1","1","Tempest Angler","blb","Near Mint","English","foil","","2024-12-30 21:03:52.903000","235","False","False",""
"1","1","Tempest Angler","blb","Near Mint","English","","","2024-12-30 21:04:12.103000","235","False","False",""
"1","1","Temple Altisaur","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","138","False","False",""
"1","1","Temple of Deceit","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","205","False","False",""
"1","1","Temple of Enlightenment","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","206","False","False",""
"1","1","Temple of Silence","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","924","False","False",""
"1","1","Temple of Silence","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","209","False","False",""
"1","1","Temple of the False God","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1046","False","False",""
"1","1","Temple of the False God","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","359","False","False",""
"1","1","Temple of the False God","c20","Near Mint","English","","","2025-01-02 01:51:02.620000","319","False","False",""
"1","1","Temporal Isolation","tsr","Near Mint","English","foil","","2024-12-30 20:29:23.827000","48","False","False",""
"1","1","Tender Wildguide","blb","Near Mint","English","","","2024-12-30 21:57:39.510000","196","False","False",""
"2","2","Terramorphic Expanse","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","337","False","False",""
"1","1","Terramorphic Expanse","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","360","False","False",""
"1","1","Teshar, Ancestor's Apostle","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","77","False","False",""
"1","1","Thalia's Lancers","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","EMN-47","False","False",""
"1","1","Thassa's Emissary","ths","Near Mint","English","foil","","2025-01-02 00:22:13.273000","68","False","False",""
"1","1","The Balrog of Moria","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","46","False","False",""
"1","1","The Black Breath","ltr","Near Mint","English","","","2024-12-31 07:58:53.317000","78","False","False",""
"1","1","The Black Gate","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","80","False","False",""
"1","1","The Book of Exalted Deeds","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","AFR-4","False","False",""
"1","1","The Creation of Avacyn","mh3","Near Mint","English","","","2024-12-31 08:54:43.600000","86","False","False",""
"1","1","The Gaffer","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","12","False","False",""
"1","1","The Mouth of Sauron","ltr","Near Mint","English","","","2025-01-02 03:16:17.650000","216","False","False",""
"1","1","Théoden, King of Rohan","ltr","Near Mint","English","","","2025-01-02 03:15:14.220000","233","False","False",""
"1","1","Théoden, King of Rohan","ltr","Near Mint","English","","","2024-12-31 07:34:34.147000","233","False","False",""
"1","1","Thopter Engineer","2xm","Near Mint","English","foil","","2025-01-01 23:38:25.273000","147","False","False",""
"1","1","Thopter Shop","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","19","False","False",""
"1","1","Thopter Spy Network","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","97","False","False",""
"1","1","Thornplate Intimidator","blb","Near Mint","English","","","2024-12-31 06:19:31.500000","117","False","False",""
"1","1","Thornwood Falls","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","338","False","False",""
"1","1","Thought Monitor","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","98","False","False",""
"2","2","Thought Shucker","blb","Near Mint","English","","","2024-12-31 05:53:30.457000","77","False","False",""
"1","1","Thought Vessel","sld","Near Mint","English","foil","","2024-12-31 05:35:45.977000","1495★","False","False",""
"1","1","Thought Vessel","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","414","False","False",""
"1","1","Thought Vessel","plg22","Near Mint","English","foil","","2024-12-30 19:29:14.453000","2","False","False",""
"1","1","Thought Vessel","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","287","False","False",""
"1","1","Thought Vessel","plg22","Near Mint","English","foil","","2024-12-30 19:29:14.003000","2","False","False",""
"1","1","Thought Vessel","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","167","False","False",""
"1","1","Thran Dynamo","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","415","False","False",""
"1","1","Thrashing Brontodon","lci","Near Mint","English","","","2025-01-02 03:20:11.470000","216","False","False",""
"1","1","Three Tree Scribe","blb","Near Mint","English","","","2024-12-30 22:03:13.493000","199","False","False",""
"1","1","Thrill of Possibility","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","229","False","False",""
"1","1","Thrill of the Hunt","tsr","Near Mint","English","foil","","2025-01-01 21:08:50.947000","241","False","False",""
"1","1","Thriving Bluff","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","361","False","False",""
"1","1","Thriving Grove","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","362","False","False",""
"1","1","Thriving Heath","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","363","False","False",""
"1","1","Thriving Ibex","kld","Near Mint","English","foil","","2024-12-30 20:29:27.567000","31","False","False",""
"1","1","Throne of the High City","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","339","False","False",""
"1","1","Thunderherd Migration","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","259","False","False",""
"2","2","Thundering Chariot","thb","Near Mint","English","foil","","2025-01-02 02:03:15.260000","239","False","False",""
"1","1","Thundering Spineback","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","260","False","False",""
"1","1","Thundertrap Trainer","blb","Near Mint","English","foil","","2024-12-30 21:01:08.867000","386","False","False",""
"1","1","Thwart the Grave","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","773","False","False",""
"1","1","Tilonalli's Crown","rix","Near Mint","English","foil","","2025-01-01 20:18:01.570000","120","False","False",""
"1","1","Time Reversal","sld","Near Mint","English","foil","","2024-12-31 05:41:30.003000","1499★","False","False",""
"1","1","Time Stop","sld","Near Mint","English","foil","","2024-12-31 05:41:53.750000","1500★","False","False",""
"1","1","Tireless Missionaries","m11","Near Mint","English","","","2024-12-30 20:29:31.543000","36","False","False",""
"1","1","Tireless Provisioner","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","262","False","False",""
"1","1","Titan's Presence","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","810","False","False",""
"1","1","Tolarian Sentinel","tsr","Near Mint","English","foil","","2025-01-02 00:21:33.857000","94","False","False",""
"1","1","Tolarian Terror","fdn","Near Mint","English","","","2024-12-31 08:45:52.013000","167","False","False",""
"1","1","Toll of the Invasion","war","Near Mint","English","foil","","2025-01-02 01:09:09.410000","108","False","False",""
"1","1","Tomb of the Spirit Dragon","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1048","False","False",""
"1","1","Tome of Legends","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","ELD-332","False","False",""
"1","1","Tome Shredder","stx","Near Mint","English","foil","","2025-01-01 23:38:11.170000","117","False","False",""
"1","1","Too Greedily, Too Deep","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","72","False","False",""
"1","1","Topiary Stomper","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","261","False","False",""
"1","1","Topple the Statue","2xm","Near Mint","English","foil","","2024-12-30 20:29:37.100000","36","False","False",""
"1","1","Tormenting Voice","znr","Near Mint","English","foil","","2025-01-01 20:23:40.633000","172","False","False",""
"1","1","Tormod's Crypt","m15","Near Mint","English","","","2025-01-02 01:51:20.220000","237","False","False",""
"1","1","Totally Lost","war","Near Mint","English","foil","","2025-01-02 00:25:19.473000","74","False","False",""
"1","1","Toxic Deluge","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","209","False","False",""
"1","1","Trading Post","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","288","False","False",""
